entailment	id	similarity	sent1	sent2
None	2901	3.0	Na última semana do prazo, pelo menos 208 mil pernambucanos entregaram o imposto de renda.	A Receita Federal recebeu 27.895.994 de declarações do Imposto de Renda.
None	2902	2.0	Os professores reivindicam aumento de 13,01% para toda a categoria.	Em São Paulo, a categoria quer 75% de aumento.
Entailment	2903	4.5	A comissão apura denúncias de abuso e exploração sexual em meninas da comunidade quilombola.	O grupo apura denúncias de abusos e exploração sexual de crianças da Comunidade Quilombola.
None	2904	2.5	Felipe Massa teve o pneu dianteiro furado durante a largada ao se chocar com a Red Bull do australiano Daniel Ricciardo.	Felipe Massa, após sofrer um toque na largada, chegou em 17º.
None	2905	3.25	Duas pessoas morreram e 75 ficaram feridas, entre elas três crianças em estado grave.	Entre os 120 feridos, há pelo menos três crianças em estado grave.
None	2906	4.25	O tricolor, no mesmo dia e horário, recebe o Flamengo, no Morumbi.	O São Paulo, ainda no Morumbi, recebe o Flamengo no sábado.
Paraphrase	2907	4.75	Zelada sucedeu Nestor Cerveró na área Internacional da Petrobras em 2008.	Zelada substituiu Nestor Cerveró na Diretoria Internacional da Petrobrás em 2008.
None	2908	3.5	É hoje o grande o dia para santistas e palmeirenses.	Neste domingo, santistas e palmeirenses saberão se ele tinha ou não razão.
None	2909	3.25	Os seguidores do Instagram da apresentadora concordaram com ela e não pouparam elogios para Sasha.	A apresentadora postou uma foto de Sasha no Instagram e se derreteu.
None	2910	3.5	A CUT combate o projeto que regulamenta a terceirização.	A CUT teve um papel diferenciado na discussão da terceirização.
None	2911	1.75	O Barcelona que errava muitos passes e chegava pouco só foi melhorar no final da etapa.	O Leverkusen surpreendeu e foi melhor na primeira etapa no Camp Nou.
None	2912	2.75	Mesmo assim, as duas melhores chances do Barcelona surgiram dos pés de Neymar.	A vez de Neymar virar protagonista no Barcelona chegou.
None	2913	3.0	Com um orçamento amarrado, o governo teve que sacrificar áreas consideradas prioritárias.	Ficarão R$ 40,5 bilhões para as áreas consideradas prioritárias.
Entailment	2914	3.5	José Mourinho levou, novamente, o Chelsea ao título de campeão inglês de futebol.	Ao apito final, festa: Chelsea mais uma vez campeão inglês.
None	2915	2.25	Em entrevista à DW, o pesquisador Ralf Jaumann analisa a descoberta.	A descoberta veio após pesquisas sobre linhas escuras em Marte.
Entailment	2916	4.0	O piloto da STR derrapou na pista e foi parar, em alta velocidade, na barreira de proteção.	O piloto da STR, bateu violentamente em uma barreira de proteção da pista.
None	2917	2.25	A televisão por assinatura é outro exemplo de serviços que já são prestados por instituições religiosas.	Não é novidade instituições religiosas terem produtos comerciais com suas marcas.
None	2918	3.5	Com isso, a mineradora sofreu uma perda de US$ 3,019 bilhões no primeiro trimestre.	Há pouco, no entanto, a Vale apresentou perdas de US$ 3,118 bilhões.
None	2919	3.0	A descoberta aconteceu após anos de pesquisas sobre as inclinações lineares recorrentes.	A água que nós estamos vendo dentro das inclinações lineares recorrentes é salgada.
None	2920	3.25	Os professores estão em greve no estado há seis dias.	Os professores da rede pública estão em greve em cinco estados.
Entailment	2921	4.25	Antes do intervalo, aos 47 min, Douglas cobrou falta, Rhodolfo cabeceou para grande defesa de Alisson.	Douglas cobrou falta na área, Rhodolfo cabeceou e viu Alisson salvar.
None	2922	2.0	Um município pode ter mais de um Conselho Tutelar, de acordo com a sua população.	Em 2016, o número de conselhos tutelares chegará a 8.
None	2923	1.5	Segundo o ministro, as negociações estão avançadas com o Supremo Tribunal Federal (STF).	O Supremo Tribunal Federal diz que o impacto seria de R$ 10,5 bilhões.
Entailment	2924	4.0	Após o Chelsea vencer o jogo por 2 a 0 e chegar a sete pontos, José Mourinho voltou a provocar o Arsenal.	Bastou o Chelsea vencer por 2 a 0 para Mourinho voltar provocar o Arsenal.
None	2925	3.25	A polêmica envolvendo Gabriel Paulista e Diego Costa parece não ter fim.	Diego Costa e Gabriel Paulista se desentenderam e o árbitro deu amarelo para ambos.
None	2926	3.5	A pesquisa aponta que 31,2 milhões de domicílios contavam com acesso à internet em 2013.	A pesquisa aponta que metade dos brasileiros estão conectados a internet.
Entailment	2927	3.5	Os quenianos Eliud Kipchoge, pelo lado masculino, e Gladys Cherono, pelo feminino, foram os vencedores da corrida.	No feminino, a vitória ficou com a queniana Gladys Cherono.
None	2928	3.0	Já em março de 2014, houve superávit de R$ 3,580 bilhões.	No mês passado, houve superávit de R$ 1,463 bilhão.
None	2929	4.0	Este é o balanço na Operação Aparecida, divulgados na manhã desta terça-feira pela Polícia Rodoviária Federal (PRF).	O balanço foi divulgado nesta terça (13), pela Polícia Rodoviária Federal.
None	2930	3.75	Perdi alguns jogos, mas por pancada, coisa pequena.	Perdi jogos por pancada, mas a última lesão foi em 2013.
Entailment	2931	4.25	Além dos jogadores, a FA decidiu denunciar Arsenal e Chelsea por não conseguirem controlar seus atletas.	Tanto o Chelsea quanto o Arsenal também foram acusados pela FA de não conseguirem controlar seus jogadores.
None	2932	3.25	O Ibovespa, principal indicador da Bolsa de São Paulo, caiu 3,03%, a 44.336 pontos.	Na última sexta-feira, o Ibovespa recuou 1,99%, a 45.719 pontos.
None	2933	3.0	Em fevereiro, as contas públicas registraram déficit primário de R$ 2,300 bilhões, o pior resultado desde 2013.	Já as empresas estatais registraram déficit primário de R$ 97 milhões.
None	2934	1.75	Nas medidas do ministro Joaquim Levy não tem nenhuma que penaliza os bancos.	Talvez o ministro Levy não esteja informado.
None	2935	2.5	Em maio, essas entradas somaram US$ 1,069 bilhão.	Até o dia 18 deste mês, ficaram em US$ 1,027 bilhão.
Entailment	2936	4.0	No total, são 2.555 moradias, com investimento de R$ 211 milhões.	No total, foram investidos R$ 211 milhões para a construção das casas.
None	2937	3.25	Hoje compartilhamos o luto com o povo armênio.	Sargsyan também agradeceu aos convidados pela solidariedade internacional com o povo armênio.
None	2938	1.0	Andrés Sanchez conversou com a ESPN e disse que a contratação não será feita.	Não há condição financeira para fazer isso.
None	2939	2.25	Antes disso, ele também foi campeão estadual como técnico em 1991.	No Flamengo, foi duas vezes campeão carioca: 1963 e 1965.
None	2940	2.5	Recebeu quatro partidas de gancho, portanto está fora da Copa América mesmo que o Brasil alcance a final.	O gancho é válido apenas para jogos da Copa América.
None	2941	2.0	O jogo de volta acontecerá na Arena Condá, em Chapecó, uma semana depois.	O apoio que recebemos na Arena Conda foi demais.
None	2942	2.25	As ações preferenciais avançaram 0,69% e as ordinárias, 1,28%, segundo dados preliminares.	No mesmo horário, as ações ordinárias caíam 0,67%, para R$ 13,15.
Entailment	2943	3.0	A Jaguar Land Rover é a primeira companhia britânica de automóveis a investir numa planta de manufatura no Brasil.	Essa será a primeira fábrica da Jaguar Land Rover no Brasil.
None	2944	1.5	Não teve retranca ou campo reduzido que segurasse Cristiano Ronaldo.	Esse foi o 500º gol da carreira de Cristiano Ronaldo.
None	2945	2.75	Para o próximo ano, a previsão ficou em déficit de US$ 76,00 bilhões.	E a expectativa para 2016 ficou em US$ 65 bilhões.
None	2946	2.75	Entre elas está uma parceria inédita com o Acnur, o braço da ONU para refugiados.	Aqui no Brasil, a parceria com o Acnur já está em vigor.
None	2947	2.25	O gol marcado aos 4 minutos do primeiro tempo foi anulado.	O gol animou os cariocas, que quase ampliaram no minuto seguinte.
None	2948	2.75	No total, foram cerca de 450 mortes em um ano, uma taxa de 53,06 a cada 100 mil habitantes.	A cidade tem um índice de 5,3 mortes a cada 100 mil habitantes.
None	2949	2.25	Para este ano, a mediana das estimativas de 8,90% foi substituída pela de 8,83%.	Para 2016, a mediana das previsões passou de 0,90% para 0,70%.
Entailment	2950	4.25	Segundo o treinador da seleção brasileira, Guilherme Pussieldi, a atleta precisa ser submetida a uma cirurgia.	Segundo o treinador da seleção brasileira, a atleta deve passar por uma cirurgia.
Entailment	2951	3.75	Na quarta-feira o governador também foi ao Congresso, onde viu de perto a resistência à aprovação da CPMF.	A proposta de volta da CPMF esbarrou em forte resistência no Congresso.
Entailment	2952	4.0	Mais tarde, aos 19, o gremista sacou o meia Douglas para a entrada do atacante Yuri Mamute.	O Grêmio substituiu Douglas por Yuri Mamute.
Entailment	2953	4.0	Suspenso, o zagueiro Felipe será substituído por Edu Dracena.	O zagueiro Felipe está suspenso e terá de ser substituído.
None	2954	2.25	Já o litro do diesel atualmente é vendido por em torno de R$ 3,48 e deve chegar a R$ 3,63.	Já o preço do diesel pode saltar de R$ 2,89 para R$ 3,04.
None	2955	2.5	Com essa formação, Daniel Alves passou da lateral direita para o meio e Marquinhos fez a lateral.	Depois, ele tirou Robinho e colocou Marquinhos na lateral direita.
Entailment	2956	3.5	Houve uma tempestade bastante severa com condições para tornado naquela região.	As condições atmosféricas na região possibilitavam a formação do tornado.
None	2957	3.25	O alemão Markus Kattner, um dos diretores da instituição, assumirá a vaga deixada por Valcke.	Quem assume em seu lugar é Markus Kattner, um dos diretores da entidade.
None	2958	3.5	Após ter protagonizado algumas polêmicas, a cantora norte-americana Miley Cyrus está preparada para mais uma.	A cantora Miley Cyrus parece não se cansar de polêmica.
None	2959	2.5	O casal confirmou o casamento no civil à revista Marie Claire.	Recentemente, Marie Claire contou que eles vão se casar no civil.
None	2960	2.5	Segundo a pesquisa, 82% desaprovam e 14% aprovam a maneira de a presidenta governar.	A desaprovação, por outro lado, caiu de 75% para 70%.
Entailment	2961	4.0	O Bragantino, que sonhava em colar na zona de classificação, fica em nono lugar, com 42 pontos.	O Bragantino, por outro lado, surge em nono lugar, com 42.
None	2962	2.5	O Desafio Internacional chegou a estar ameaçado, mas começou nesta tarde, de forma parcial.	Nesta sexta-feira, alguns deles cogitaram não disputar o Desafio Internacional, que aconteceria entre sábado e domingo.
None	2963	2.25	A classificação só foi garantida porque Israel perdeu para o Chipre por 2 a 1, em casa.	Israel vem logo atrás com 13 e Chipre tem 12.
None	2964	3.75	A acareação começou pela manhã e durou cerca de oito horas.	A acareação na Polícia Federal em Curitiba durou mais de oito horas.
None	2965	3.0	Se o balanço não vier com dados transparentes, pode prejudicar a credibilidade da empresa.	Os problemas da empresa não se resolvem com a publicação do balanço.
Paraphrase	2966	4.75	A Euro 2016 teve mais dois participantes confirmados na tarde deste sábado.	Mais dois participantes foram classificados diretamente para a Euro 2016 na tarde deste sábado.
None	2967	3.75	A LG lançou oficialmente o V10 , seu primeiro smartphone com duas telas.	A LG anunciou, nesta quinta-feira, 1, o V10.
Entailment	2968	4.25	Pato fez um gol legítimo, anulado pelo bandeirinha alegando impedimento.	Alexandre Pato recebeu em posição legal, fez o gol, mas o impedimento foi marcado.
Entailment	2969	4.0	A definição da chave ocorre na próxima terça-feira, às 15h45 (de Brasília).	A definição da chave acontecerá na próxima terça-feira.
None	2970	2.5	A reação de Blatter ocorre pouco depois de a Fifa confirmar sua suspensão por 90 dias.	Blatter é presidente da Fifa desde 1998 e trabalha para a entidade há 40 anos.
None	2971	3.5	Na minha visão foi um jogo bastante equilibrado, com chances dos dois lados.	O jogo começou bastante equilibrado e sem grandes chances para as equipes.
Paraphrase	2972	5.0	A decisão foi publicada na edição de terça-feira (9) do Diário Oficial da União.	A medida foi publicada no Diário Oficial da União nesta terça-feira (9).
Entailment	2973	3.75	Até o momento, a LG não comentou nada sobre o preço do V10 e nem sua data de lançamento.	A LG ainda não anunciou o preço do aparelho.
None	2974	2.25	"A Turquia está em alerta desde o início de sua ""guerra sincronizada contra o terror"", em julho."	A chefe da diplomacia da União Europeia pediu uma só Turquia contra o terror.
None	2975	2.75	Quem for considerada a melhor pelos jurados será eleita a rainha da Virada Cultural.	São 16 drags que disputam o posto de rainha da Virada Cultural.
None	2976	4.25	O levantamento ouviu 2.840 pessoas em 184 municípios na última quarta-feira (17) e quinta-feira (18).	Instituto ouviu 2.840 pessoas em 174 municípios nos dias 17 e 18 de junho.
None	2977	3.0	A avaliação menos baixa está no Nordeste, onde 14% dos entrevistados consideraram o governo bom ou ótimo.	Apenas 10% dos entrevistados consideram o governo Dilma bom ou ótimo.
Entailment	2978	4.0	Caio chegou a passar por cirurgia mas infelizmente faleceu no Hospital Estadual Getúlio Vargas.	Caio ainda foi levado para o hospital Getúlio Vargas, mas não resistiu.
None	1	3.25	No Brasil, 809 instituições participarão da Primavera dos Museus neste ano.	Começa nesta segunda-feira, em todo o Brasil, a Primavera dos Museus.
Entailment	2	4.0	Alguns dos novos participantes serão revelados no programa Xuxa Meneghel, que vai ao ar na segunda-feira.	Parte dos participantes será anunciada no Programa Xuxa Meneghel.
None	3	4.5	Nesta terça, o Inter revelou que o gringo sofre com uma hérnia de disco.	Nesta terça-feira, o departamento médico do clube gaúcho informou que o argentino está com hérnia de disco.
None	4	4.0	O texto da reforma política será agora encaminhado à apreciação do Senado Federal.	Após passar pela Câmara, o texto tem que ir ainda para o Senado.
Entailment	5	4.25	O Fluminense vive crise em campo e não vence há seis rodadas, são cinco derrotas e um empate.	Nos últimos seis jogos, o Fluminense foi derrotado em cinco ocasiões e empatou em uma.
None	6	3.0	John Lennon nasceu em 9 de outubro de 1940 em Liverpool (Reino Unido).	Hoje, dia 9 de outubro, John Lennon estaria completando 75 anos.
Entailment	7	4.0	Segundo Lagarde, esse fenômeno deverá levar o FMI a revisar para baixo a previsão de crescimento.	Esse fenômeno deve levar o FMI a revisar para baixo as projeções de crescimento.
None	8	3.0	De acordo com o Corpo de Bombeiros, o acidente aconteceu por volta das 6h30.	Segundo os bombeiros, o chamado foi feito às 6h32.
None	9	2.0	O botão de um dedão apontado para cima é um dos recursos mais populares na rede social.	"Atendendo ao pedido de muitos usuários da rede social, Mark vai incluir o botão ""não curti""."
None	10	3.25	Margarida Maria afirmava que “é melhor morrer na luta do que morrer de fome”.	Margarida Maria Alves sabia dos riscos de sua missão.
None	11	2.25	Melhores ataques, Corinthians e a Atlético Mineiro com 48 gols cada um.	Pior ataque é o do Vasco com 18 gols marcados.
Entailment	12	4.25	Já “House of Cards” precisou de três capítulos para convencer os brasileiros de acompanharem a série até o fim.	"Já ""House of Cards"" levou três episódios para conquistar o público brasileiro."
Entailment	13	4.5	Por enquanto, vídeos em 360 graus só funcionam na versão web do Facebook e no aplicativo para Android.	Os vídeos em 360 graus já estão disponíveis na versão web do Facebook e também no aplicativo para Android.
None	14	1.0	A decisão representa uma derrota para o presidente da Câmara, Eduardo Cunha (PMDB-RJ).	Vou entregar as informações.
None	15	2.25	Os recursos são transferidos para o HU pelo próprio Ministério da Saúde.	A partir de agora o município não tem mais recurso para repassar ao HU.
None	16	3.25	A ex-BBB foi clicada tomando sol na areia e se refrescou com mergulhos no mar.	A ex-BBB mostrou o corpo saradíssimo ao tomar banho de mar.
None	17	1.75	Acredita-se que o treinador colombiano fará um rodízio entre ele e Renan Ribeiro na suplência do ídolo Rogério Ceni.	O goleiro e capitão Rogério Ceni acredita que o colombiano continuará.
None	18	3.75	Outro gadget que terá a função disponível será o iPad Pro, assim que for lançado pela Apple.	O iPad Pro, anunciado no começo de mês, já virá com essa função.
None	19	2.25	E Snowden mostrou bom humor em sua estreia no Twitter.	"Em sua descrição no Twitter, Snowden diz: ""Eu trabalhava para o governo."""
Entailment	20	4.0	Eu tive que desistir de muitos papéis bons porque estava ligado a Game of Thrones.	Perdi muita coisa porque estava preso a Game of Thrones.
None	21	2.5	O índice seletivo DAX-30 da Bolsa de Valores de Frankfurt tem alta de 1,87%, aos 9.828,45 pontos.	O índice de referência DAX teve baixa de 4,70%, para 9.648,43 pontos.
None	22	3.75	Segundo o ministro, a manutenção dos 26 vetos analisados pelo Congresso na semana passada representa um “sinal importante”.	Barbosa reafirmou que a manutenção de parte dos vetos foi um sinal importante.
None	23	3.25	Estamos enfrentando a questão fiscal do curto prazo com enorme esforço do governo para garantir os vetos.	Levy ressaltou que o Brasil vem fazendo um esforço fiscal enorme no curto prazo.
None	24	3.0	Até então, as mensagens privadas da plataforma só podiam ter até 140 caracteres.	Os tuítes públicos serão mantidos em 140 caracteres.
None	25	3.25	O iOS 9 traz muitas mudanças interessantes.	São características do iOS 9 que nos deixaram muito animados.
Entailment	26	4.0	O festival acontece nos dias 12 e 13 de março, no autódromo de Interlagos, nova casa do Lolla desde 2014.	O evento acontece no Autódromo de Interlagos, em São Paulo, nos dias 12 e 13 de março.
None	27	2.5	Embora o microblog diga que não há limite de texto, ele existe e é de 10 mil caracteres.	O limite de 140 caracteres, no entanto, permanece para os tuítes públicos.
Entailment	28	3.75	Com a narração de Scarlett Johansson como a cobra píton Kaa, o vídeo conta com legendas em português.	A cobra Kaa, por exemplo, ganha a voz de Scarlett Johansson.
None	29	2.5	Todo mundo quer ver a taxa de juros cair.	Não há dúvida nenhuma: enquanto não acertar o fiscal, é muito difícil a taxa de juros cair.
None	30	2.75	O Partido dos Trabalhadores considera um equívoco a condenação, sem provas, do companheiro João Vaccari Neto.	João Vaccari Neto foi condenado pelos crimes de corrupção e lavagem de dinheiro.
None	31	3.5	Neste ano, Ricci apitou duas partidas do Grêmio, em ambas o Tricolor saiu vencedor.	Curiosamente, apesar do temor de Bolzan, Ricci apitou duas partidas em que o Grêmio saiu vencedor.
Paraphrase	32	5.0	Esta proposta aborda o aumento persistente dos gastos ao longo dos anos.	Essa proposta trata do aumento persistente em despesas ao longo dos anos.
Paraphrase	33	4.25	Enquanto isto, não deixar que cães e gatos se aproximem do mamífero.	Cães e gatos devem ficar afastados do mamífero.
Paraphrase	34	4.75	A Microsoft deve apresentar uma nova geração de aparelhos com Windows 10.	A Microsoft vai revelar novos dispostivos com Windows 10.
None	35	3.0	Ao todo, 22 atletas foram chamados para disputar os amistosos em outubro contra República Dominicana e Haiti.	As partidas contra República Dominicana e Haiti acontecerão nos dias 9 e 12 de outubro, respectivamente.
None	36	2.75	Além de Nalbert, outros três nomes foram confirmados para participar do revezamento da tocha da Rio-2016.	Em 2007, ele participou do revezamento da tocha do Pan do Rio.
None	37	2.25	Abra a Mac App Store ou a Google Play Store e verifique se o Snapchat está atualizado.	A atualização pesa 62.9 MB na App Store e 29,07 MB na Play Store.
None	38	3.25	Além da atividade internacional, Carter também continua muito envolvido na vida de sua comunidade, na Geórgia.	Jimmy Carter nasceu a 1 de outubro de 1924 no Estado da Geórgia.
None	39	1.25	Kim Kardashian fez um desabafo na web.	Ele aproveitou para elogiar a família de Kim Kardashian.
None	40	2.25	Pepeu participou de todas as edições do Rock in Rio.	Eles marcaram história há 30 anos quando se apresentaram na primeira edição para o Rock in Rio.
None	41	3.25	O problema afeta tanto usuários da web, quanto quem tenta acessar o Facebook pelo celular.	Facebook sai do ar e usuários não conseguem acessar a rede social.
Paraphrase	42	4.75	Angela Merkel foi a pessoa que tomou a liderança sobre o tema na Europa.	Merkel foi a pessoa que assumiu a liderança desta questão na Europa.
Entailment	43	4.25	O pedido inclui os afastamento dos 17 vereadores que votaram pela cassação de Bernal e continuam na Câmara.	Também consta no pedido o afastamento dos 17 vereadores que votaram, na época, pela cassação de Bernal.
None	44	3.0	Em 2013, 53 rins e 238 córneas foram transplantados.	No ano passado, foram feitos 516 transplantes no total, sendo 332 de córnea.
None	45	3.75	"""A Fazenda 8"" estreia nesta quarta, 23, e será apresentado por Roberto Justus."	A Fazenda 8 estreia nesta quarta-feira (23) e já tem três nomes confirmados.
None	46	3.0	Parlamentares da base governista defendem a isenção do tributo para a população que não paga Imposto de Renda.	Para diminuir a resistência, os governistas passaram a defender a criação da faixa de isenção para o tributo.
Entailment	47	4.0	O Kremlin tem sido um aliado constante do regime sírio, mesmo antes do início do conflito.	A Rússia é uma aliada do regime do presidente sírio.
None	48	2.25	Jobs diz que tudo o que fazemos na vida deve ser significativo.	Para Jobs, quanto mais 'nãos' alguém dizia, melhor.
None	49	2.75	Na 17.ª volta, Rossi passou Lorenzo e assumiu a liderança da prova.	Lorenzo manteve a liderança na largada, seguido por Márquez e Rossi.
None	50	1.75	Os Jogos voltam em 2019, na cidade de Wuhan, na China.	Esses Jogos Mundiais são preparatórios para os Jogos Olímpicos de 2016.
None	51	2.75	Magda considerou positiva também a participação de pequenas e médias empresas.	Outro ponto positivo, segundo Magda, foi o número de empresas vencedoras brasileiras.
None	52	3.25	O folhetim bíblico marcou 20,1 pontos de média com picos de 22.	O folhetim bíblico fez 20,9 pontos de média contra 19,7 da atração escrita por João Emanuel Carneiro.
None	53	2.25	Durante toda a exibição do programa, o 'The Voice Brasil' ficou sendo o assunto mais comentado do Twitter.	"O ""The Voice Brasil"", da Globo, está quase estreando."
None	54	3.0	Uma sinalização sobre o futuro de Del Nero será dada esta semana.	O país norte-americano, por sinal, investiga Del Nero.
None	55	3.0	A versão hatch é a primeira a ser apresentada, com vendas a partir de 10 de outubro.	Mesmo assim, a partir de outubro, chega às lojas a reestilização do hatch da Hyundai.
None	56	2.25	Ainda assim, Modesto Roma prefere o histórico da equipe na Vila Belmiro.	O presidente Modesto Roma já assumiu internamente o compromisso de manter o jogo na Vila Belmiro.
None	57	3.5	No interior, o Novo HB20 está mais estiloso e confortável.	O novo HB20 2016 ganhou novidades para a sua categoria.
None	58	2.25	O smartphone chega em três opções de cores: branca, preta e ciano.	Ambos também terão quatro opções de cores – branca, preta, prata e dourada.
None	59	3.25	O Campeonato mostrou para o Grêmio que a cada rodada temos um jogo decisivo.	A cada rodada é um jogo decisivo, com o calendário não podemos lamentar ou festejar muito.
None	60	3.75	Desesperado em busca do empate, o Corinthians apostou no goleiro-linha para pressionar os mandantes.	Precisando do empate para evitar a prorrogação, o Corinthians partiu para o ataque.
None	61	3.75	A Apple não oferece dinheiro a quem descobre falhas em seus produtos.	Não é a Apple que está prometendo o valor para quem descobrir a falha.
Entailment	62	4.25	O bom rendimento ainda levou o ex-atacante a ter passagens por Flamengo, Portuguesa, Grêmio, Figueirense e Atlético-PR.	O ex-atacante ainda acumulou passagens por Flamengo, Portuguesa, Grêmio, Atlético-PR e Figueirense.
Entailment	63	4.0	Emerson ganhou pelo alto da defesa visitante e colocou a bola no canto direito de Renan.	Emerson subiu alto para colocar a bola de cabeça no canto direito.
None	64	3.25	Nos minutos finais, o Coritiba tratou de administrar a vantagem até o intervalo.	Mas o intervalo chegou sem gol rubro-negro e com ótima vantagem para o Coritiba.
None	65	3.75	É a segunda vez em cinco dias que há umas instabilidade com o site da maior rede social.	Problema acontece após a maior rede social enfrentar instabilidade parecida.
Entailment	66	4.25	A Microsoft começou a lançar os convites, à imprensa, para o seu próximo evento especial em Nova York, no próximo mês.	Microsoft enviou convites para a imprensa para o seu próximo evento em Nova York.
Entailment	67	4.0	Moradores ouviram um barulho após a queda de Gustavo e chamaram os funcionários do prédio.	Moradores dizem que ouviram barulho grande e avisaram os funcionários do prédio.
None	68	3.25	O HB20 mudou o conceito dos carros de entrada no Brasil.	O HB20 é hoje o segundo carro mais vendido no Brasil, perdendo para o Chevrolet Onix.
None	69	1.5	Mas a gente vive o futebol e sabe o porquê disso.	Sabemos da qualidade que tem o Brasil, o berço do futebol.
None	70	3.5	O Brasil acabou superado pela Croácia por 3 a 1 na repescagem do Grupo Mundial da Copa Davis.	O Brasil começou bem o confronto com a Croácia pela repescagem da Copa Davis.
None	71	1.75	No Catar, Raúl - já em fim de carreira - marcou 16 gols em 61 partidas.	Foram 741 partidas e 323 gols durante esse período.
Entailment	72	4.5	Nós realmente iremos ver Peter Parker no ensino médio e pretendemos mostrar mais esse lado dele.	Nós realmente vamos ver Peter Parker na escola e queremos mostrar mais esse lado dele.
Paraphrase	73	5.0	O goleiro Marcelo Grohe volta após servir à seleção brasileira nos amistosos com Costa Rica e Estados Unidos.	Marcelo Grohe retorna após ser o goleiro titular do Brasil em amistosos contra os Estados Unidos e Costa Rica.
None	74	1.75	O jogo do São Paulo não fluía, como atestavam as inúmeras jogadas que morriam com passes no vazio.	Mesmo passada a polêmica, o jogo seguiu quente dentro de campo.
None	75	2.75	Os dois devem voltar aos treinos nesta quarta-feira, quando serão realizado dois turnos de trabalho.	Os jogadores ainda voltam a treinar em dois turnos na sexta e no sábado.
None	76	2.75	Seis dos oitos ataques aéreos realizados pela coalizão na quinta-feira, 1, aconteceram na região da cidade síria de Al-Hasaka.	Enquanto isso, no Iraque a coalizão realizou um total de 20 ataques aéreos.
None	77	2.5	Isso vai acontecer pelo menos para o Edge, novo navegador da Microsoft, em breve.	As melhorias no Edge mostram que a Microsoft está trabalhando para deixar o navegador mais popular.
None	78	3.0	Nunca se combateu a corrupção tão severamente.	Dilma afirmou que seu governo está comprometido com o combate à corrupção.
Entailment	79	4.0	No próximo sábado, às 18h30min, o Grêmio encara o Palmeiras no Pacaembu pelo Campeonato Brasileiro.	O jogo Grêmio contra o Palmeiras ocorre no sábado, às 18h30min, no Pacaembu.
None	80	4.0	Ele chegou a atravessar o canteiro central e seguir pela contramão nas duas rodovias.	Em determinado momento, o homem atravessou o canteiro central e começou a fugir pela contramão.
None	81	3.5	Ainda sobre os refugiados, a presidente ainda destacou a postura do país relacionada de acolhimento.	Dilma ainda destacou que o Brasil está de braços abertos para receber refugiados.
None	82	3.75	Segundo da PRF, o grupo é suspeito de praticar assaltos na região onde foram presos.	A quadrilha, formada por 3 homens, é suspeita de praticar assaltos na região onde foram presos.
None	83	3.25	Os utilizadores do Windows 10 podem esperar uma app Web para o Skype ainda este ano.	Totalmente redesenhado para esta atualização, o Skype poderá ser utilizado diretamente no Edge.
None	84	2.5	A operação também fiscalizou 3.782 pessoas e 2.252 veículos.	Segundo informações da PRF, 4.803 pessoas foram fiscalizadas e 4.288 veículos abordados.
None	85	1.75	Mais um passeio do tricampeão Bayern Munique na Bundesliga.	O Bayern espera um jogo muito difícil.
None	86	2.75	Os investigadores afirmam que era dele a responsabilidade de negociar o pagamento de propina com diretores da Petrobras.	Eduardo Musa falou ainda sobre o pagamento de propina na refinaria de Pasadena.
None	87	2.5	Nesta terça-feira, o clube anunciou o acerto com o experiente goleiro de 37 anos por mais duas temporadas.	O goleiro também é o jogador do elenco que mais atuou nesta temporada (55 vezes).
None	88	2.5	Essa ferramenta foi desenhada para o Edge, o novo navegador da Microsoft para o Windows 10.	No Windows 10, o navegador vai poder gerenciá-las, diretamente, em tempo real.
None	89	3.0	Juntamente com a câmera, o grupo enviou um smartphone especial com GPS para poder localizar a GoPro.	Um grupo de estudantes recuperou uma câmara GoPro dois anos depois de ter sido lançada ao espaço.
Entailment	90	4.0	Money mascou chiclete e sorriu enquanto o rival cruzava os braços e o fuzilava com o olhar.	"""Money"" mascou chicletes e chegou a dar uma risada."
None	91	3.0	O Cruz-Maltino ganhou três das suas últimas quatro partidas no Campeonato Brasileiro e deixou a lanterna após nove rodadas.	Oito rodadas sem vencer e quatro derrotas nos últimos cinco jogos do Campeonato Brasileiro.
None	92	2.5	E já que meu período de Apple Music acabou, o jeito vai ser voltar pro Spotify.	Termina hoje o período de avaliação gratuita do Apple Music.
None	93	2.5	Durante o show, após a saída de Chimbinha, Joelma chorou várias vezes.	Após sua saída, Joelma se animou e seguiu cantando normalmente.
None	94	4.0	Letícia era uma das seis pessoas feridas na chacina, que até então contabilizava um total de 18 mortos.	Letícia passou a ser a pessoa mais jovem a morrer na chacina.
Entailment	95	4.0	Fora do futebol há três anos, Paulo Roberto Falcão foi apresentado como novo técnico do Sport nesta terça-feira.	Nesta terça-feira, o Sport finalmente apresentou Paulo Roberto Falcão, seu novo técnico.
None	96	2.75	O Colorado tem quatro desfalques de peso para o primeiro jogo contra o Palmeiras.	Recuperado de um torcicolo, ele volta a ser titular após ser desfalque contra o Palmeiras.
None	97	3.5	Se eles (atletas) disserem que os ruídos do trânsito da cidade não causam problema, nós não precisamos mexer com isso.	Segundo ele, os atletas precisarão se acostumar com o barulho do trânsito da cidade.
None	98	2.75	A média nacional de 5.487 kg/ha é 0,6% maior que a informada no mês anterior.	O rendimento médio aumentou 0,2%, totalizando 5.650 kg/ha.
